order	time	memory	cross_entropy	input_file	architecture	number_of_states	threads	fit	params_json	train_opt_json	no_mean	log_file
198	11.43	168048.0	46.051701859846936	far_gaussian.npy	chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
199	10.61	168684.0	46.051701816360094	far_gaussian.npy	chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
200	6.0	168608.0	46.05170185988091	far_gaussian.npy	chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
201	8.46	168496.0	46.05170185988091	far_gaussian.npy	chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
202	7.18	168632.0	46.05170185988091	far_gaussian.npy	chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
203	6.53	168688.0	46.05170185988091	far_gaussian.npy	chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
204	6.67	168596.0	46.05170185988091	far_gaussian.npy	chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
205	6.88	168260.0	46.05170185988091	far_gaussian.npy	chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
206	9.16	169064.0	46.05170185988091	far_gaussian.npy	chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
207	8.35	168888.0	46.05170185988091	far_gaussian.npy	chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
208	10.84	168724.0	46.05170185988091	far_gaussian.npy	chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
209	9.19	168112.0	46.05170185988091	far_gaussian.npy	chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
210	8.7	168880.0	46.05170185988091	far_gaussian.npy	chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
211	11.23	168616.0	46.051701859880865	far_gaussian.npy	chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
212	10.74	168288.0	46.051701859880616	far_gaussian.npy	chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
213	10.01	168768.0	46.05170185966558	far_gaussian.npy	chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
214	9.73	168860.0	46.05170185596496	far_gaussian.npy	chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
215	13.37	168552.0	46.051701854164286	far_gaussian.npy	chain	32	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 500, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
216	6.28	167912.0	3.3377246754751417	uniform.npy	chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
217	10.63	167916.0	7.388167752851032	uniform.npy	chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
218	14.56	167928.0	11.617373390656734	uniform.npy	chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
219	16.29	168200.0	15.881385726319987	uniform.npy	chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
220	15.11	168000.0	20.039994348512394	uniform.npy	chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
221	12.74	167928.0	24.307537948541636	uniform.npy	chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
222	12.72	168204.0	28.55990240950677	uniform.npy	chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
223	12.83	168036.0	32.845496034987036	uniform.npy	chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
224	15.89	167932.0	37.148703083216255	uniform.npy	chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
225	19.36	167512.0	41.532701290600684	uniform.npy	chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
226	8.41	167536.0	46.05170185988092	uniform.npy	chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
227	8.41	167768.0	46.05170185988092	uniform.npy	chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
228	10.18	167596.0	46.05170185988092	uniform.npy	chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
229	9.19	167844.0	46.05170185988092	uniform.npy	chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
230	10.93	168076.0	46.05170185988092	uniform.npy	chain	30	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 20, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
231	7.14	167832.0	46.05170185988091	bimodal.npy	escape_chain	2	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
232	6.28	168452.0	46.05170185988091	bimodal.npy	escape_chain	4	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
233	7.18	168516.0	46.05170185988091	bimodal.npy	escape_chain	6	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
234	5.47	168036.0	45.95960912270576	bimodal.npy	escape_chain	8	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
235	12.5	168880.0	45.4638642205022	bimodal.npy	escape_chain	10	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
236	11.12	168836.0	44.2311711566572	bimodal.npy	escape_chain	12	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
237	34.23	168240.0	40.84814274805328	bimodal.npy	escape_chain	14	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
238	49.15	168376.0	35.036141117593104	bimodal.npy	escape_chain	16	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
239	80.29	168612.0	29.694612692718955	bimodal.npy	escape_chain	18	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
240	92.55	168752.0	26.365463708544787	bimodal.npy	escape_chain	20	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
241	30.43	168284.0	24.93879098943645	bimodal.npy	escape_chain	22	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
242	84.44	168428.0	24.41552006663646	bimodal.npy	escape_chain	24	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
243	67.04	168208.0	24.253629399173217	bimodal.npy	escape_chain	26	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
244	80.07	168648.0	24.21327315761138	bimodal.npy	escape_chain	28	1	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	False	trainig_log
245	174.19	180312.0	7.1911978868701505	drosophila_melanogaster_genes_exons.bed	combined	2	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
246	707.3	180484.0	7.068284464148526	drosophila_melanogaster_genes_exons.bed	combined	4	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
247	780.26	180208.0	7.139891661719432	drosophila_melanogaster_genes_exons.bed	combined	6	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
248	1698.35	180256.0	7.051292165845815	drosophila_melanogaster_genes_exons.bed	combined	8	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
249	1935.27	180576.0	7.052460570147991	drosophila_melanogaster_genes_exons.bed	combined	10	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
250	2012.63	180492.0	7.0493259526884815	drosophila_melanogaster_genes_exons.bed	combined	12	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
251	1914.35	180016.0	7.046139729599086	drosophila_melanogaster_genes_exons.bed	combined	14	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
252	1887.78	180152.0	7.134029166995648	drosophila_melanogaster_genes_exons.bed	combined	16	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
253	1199.4	180444.0	7.049318500528089	drosophila_melanogaster_genes_exons.bed	combined	18	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
254	2373.3	180728.0	7.134117400458191	drosophila_melanogaster_genes_exons.bed	combined	20	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
255	2877.83	180772.0	7.133060406839893	drosophila_melanogaster_genes_exons.bed	combined	22	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
256	2926.47	180224.0	7.137282260626245	drosophila_melanogaster_genes_exons.bed	combined	24	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
257	2917.3	180720.0	7.049342969736266	drosophila_melanogaster_genes_exons.bed	combined	26	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
258	3412.22	181196.0	7.133446631039533	drosophila_melanogaster_genes_exons.bed	combined	28	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
259	3502.52	180492.0	7.137564982548804	drosophila_melanogaster_genes_exons.bed	combined	30	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
260	3595.53	180580.0	7.051566169743168	drosophila_melanogaster_genes_exons.bed	combined	32	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	True	trainig_log
261	10.84	168228.0	46.05170185988091	far_gaussian.npy	combined	2	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
262	13.77	168552.0	46.05170185988091	far_gaussian.npy	combined	4	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
263	13.05	168452.0	46.05170185988091	far_gaussian.npy	combined	6	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
264	14.39	168576.0	46.05170185988091	far_gaussian.npy	combined	8	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
265	19.28	168420.0	46.05170185988091	far_gaussian.npy	combined	10	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
266	18.65	168792.0	46.05170185988091	far_gaussian.npy	combined	12	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
267	15.1	168708.0	46.05170185988091	far_gaussian.npy	combined	14	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
268	17.37	168692.0	46.05170185988091	far_gaussian.npy	combined	16	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
269	19.36	168740.0	46.05170185988091	far_gaussian.npy	combined	18	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
270	23.44	168612.0	46.05170185988091	far_gaussian.npy	combined	20	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
271	25.41	168556.0	46.05170185988091	far_gaussian.npy	combined	22	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
272	22.66	168808.0	46.05170185988091	far_gaussian.npy	combined	24	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
273	24.22	168688.0	46.05170185988091	far_gaussian.npy	combined	26	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
274	20.16	168500.0	46.05170185988091	far_gaussian.npy	combined	28	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
275	24.34	168272.0	46.05170185988091	far_gaussian.npy	combined	30	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
276	22.25	168564.0	3.302922561282714	uniform.npy	combined	2	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
277	46.43	168960.0	3.149612300569094	uniform.npy	combined	4	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
278	66.91	168504.0	3.119200312533008	uniform.npy	combined	6	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
279	89.8	168432.0	3.0929807835119467	uniform.npy	combined	8	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
280	88.2	168772.0	3.0773527321072693	uniform.npy	combined	10	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
281	127.64	168600.0	3.0606160275618888	uniform.npy	combined	12	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
282	205.18	168632.0	3.0574378924846934	uniform.npy	combined	14	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
283	301.29	168976.0	3.0399435718518206	uniform.npy	combined	16	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
284	300.75	168420.0	3.0464537215306478	uniform.npy	combined	18	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
285	398.39	168824.0	3.041821656458898	uniform.npy	combined	20	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
286	488.06	168488.0	3.040823219080383	uniform.npy	combined	22	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
287	559.3	168924.0	3.04291540152528	uniform.npy	combined	24	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
288	552.61	168976.0	3.0369047509037905	uniform.npy	combined	26	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
289	493.68	169476.0	3.04121493474502	uniform.npy	combined	28	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
290	594.87	169272.0	3.0445725932583945	uniform.npy	combined	30	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
291	759.29	169004.0	3.033644600954783	uniform.npy	combined	32	20	d	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 1000, ""number_of_tries"": 10, ""percent_to_visualize"": 100 }"	True	trainig_log
292	202.54	180140.0	7.192853499777937	drosophila_melanogaster_genes_exons.bed	combined	2	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	False	trainig_log
293	393.32	180024.0	7.148914558769012	drosophila_melanogaster_genes_exons.bed	combined	4	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	False	trainig_log
294	1059.3	180360.0	7.136236171803478	drosophila_melanogaster_genes_exons.bed	combined	6	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	False	trainig_log
295	1105.77	180116.0	7.047771554410392	drosophila_melanogaster_genes_exons.bed	combined	8	20	i	"{""ftol"": 1e-6,""gtol"": 1e-6,""maxiter"": 15000,""maxcor"": 10}"	"{ ""sample_size"": 2000, ""number_of_tries"": 10, ""percent_to_visualize"": 95 }"	False	trainig_log
